"Rank","Player","REC","TGT","YDS","Y/R","LG","20+","TD","ATT","YDS","TD","FL","G","FPTS","FPTS/G","ROST"
"208","Tyron Johnson (LV)","2","5","16","8.0","10","0","0","0","0","0","0","7","3.6","0.5","0.0%"
"209","Tyrell Williams (FA)","2","3","14","7.0","7","0","0","0","0","0","0","1","3.4","3.4","4.8%"
"210","Stanley Morgan Jr. (CIN)","2","4","11","5.5","8","0","0","1","3","0","0","11","3.4","0.3","0.0%"
"211","C.J. Saunders (CAR)","2","2","11","5.5","8","0","0","0","0","0","0","1","3.1","3.1","0.0%"
"212","Jaydon Mickens (JAC)","2","3","10","5.0","12","0","0","0","0","0","0","12","3.0","0.3","0.0%"
"213","Davion Davis (HOU)","1","3","17","17.0","17","0","0","0","0","0","0","2","2.7","1.4","0.0%"
"214","Frank Darby (ATL)","1","4","14","14.0","14","0","0","0","0","0","0","4","2.4","0.6","0.0%"
"215","Kirk Merritt (NO)","1","3","13","13.0","13","0","0","0","0","0","0","1","2.3","2.3","0.0%"
"216","Andy Isabella (ARI)","1","1","13","13.0","13","0","0","0","0","0","0","3","2.3","0.8","0.1%"
"217","Tarik Black (NYJ)","1","2","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"218","Marvin Hall (FA)","1","1","10","10.0","10","0","0","0","0","0","0","1","2.0","2.0","0.0%"
"219","Tommylee Lewis (MIA)","1","2","7","7.0","7","0","0","0","0","0","0","2","1.7","0.9","0.0%"
"220","Miles Boykin (BAL)","1","1","6","6.0","6","0","0","0","0","0","0","2","1.6","0.8","0.0%"
"221","Keke Coutee (IND)","1","1","5","5.0","5","0","0","0","0","0","0","1","1.5","1.5","0.0%"
"222","Easop Winston Jr. (NO)","1","1","5","5.0","5","0","0","0","0","0","0","3","1.5","0.5","0.0%"
"223","Malik Taylor (GB)","2","3","14","7.0","7","0","0","0","0","0","1","7","1.4","0.2","0.1%"
"224","Racey McMath (TEN)","2","6","8","4.0","9","0","0","0","0","0","1","6","0.8","0.1","0.0%"
"225","Maurice Ffrench (LAC)","0","0","0","0","0","0","0","1","3","0","0","2","0.3","0.2","0.0%"
"226","Austin Mack (SF)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0%"
